Index	Plate	Plate ID	Row	Column	Compound A	Conc. A [uM]	Compound B	Conc. B [uM]	Well Type	Masked	Well Tags	Raw	Normalized
2369	7	ETECS02 IDH2_7	C	17	SW337295-1	50	SW199613-2	7.8125	Compound			220960	-85.44069
2370	7	ETECS02 IDH2_7	C	18	SW337295-1	20	SW199613-2	7.8125	Compound			407240	-71.38394
2371	7	ETECS02 IDH2_7	C	19	SW337295-1	8	SW199613-2	7.8125	Compound			576640	-58.60097
2372	7	ETECS02 IDH2_7	C	20	SW337295-1	3.2	SW199613-2	7.8125	Compound			647080	-53.28554
2373	7	ETECS02 IDH2_7	C	21	SW337295-1	1.28	SW199613-2	7.8125	Compound			678600	-50.90704
2374	7	ETECS02 IDH2_7	C	22	SW337295-1	0.512	SW199613-2	7.8125	Compound			724760	-47.42379
2375	7	ETECS02 IDH2_7	C	23	SW337295-1	0.2048	SW199613-2	7.8125	Compound			671760	-51.42318
2376	7	ETECS02 IDH2_7	C	24	SW337295-1	0	SW199613-2	7.8125	Compound			629000	-54.64986
2377	7	ETECS02 IDH2_7	D	1	SW337295-1	50	SW197450-6	0.3169121	Compound			198320	-87.14911
2378	7	ETECS02 IDH2_7	D	2	SW337295-1	20	SW197450-6	0.3169121	Compound			416280	-70.70178
2379	7	ETECS02 IDH2_7	D	3	SW337295-1	8	SW197450-6	0.3169121	Compound			701560	-49.17447
2380	7	ETECS02 IDH2_7	D	4	SW337295-1	3.2	SW197450-6	0.3169121	Compound			736600	-46.53033
2381	7	ETECS02 IDH2_7	D	5	SW337295-1	1.28	SW197450-6	0.3169121	Compound			740720	-46.21944
2382	7	ETECS02 IDH2_7	D	6	SW337295-1	0.512	SW197450-6	0.3169121	Compound			744480	-45.93571
2383	7	ETECS02 IDH2_7	D	7	SW337295-1	0.2048	SW197450-6	0.3169121	Compound			753480	-45.25657
2384	7	ETECS02 IDH2_7	D	8	SW337295-1	0	SW197450-6	0.3169121	Compound			751800	-45.38334
2385	7	ETECS02 IDH2_7	D	9	SW337295-1	50	SW219672-2	7.407407	Compound			119120	-93.12556
2386	7	ETECS02 IDH2_7	D	10	SW337295-1	20	SW219672-2	7.407407	Compound			219040	-85.58557
2387	7	ETECS02 IDH2_7	D	11	SW337295-1	8	SW219672-2	7.407407	Compound			411560	-71.05795
2388	7	ETECS02 IDH2_7	D	12	SW337295-1	3.2	SW219672-2	7.407407	Compound			686880	-50.28222
2389	7	ETECS02 IDH2_7	D	13	SW337295-1	1.28	SW219672-2	7.407407	Compound			1059560	-22.15967
2390	7	ETECS02 IDH2_7	D	14	SW337295-1	0.512	SW219672-2	7.407407	Compound			1233960	-8.999396
2391	7	ETECS02 IDH2_7	D	15	SW337295-1	0.2048	SW219672-2	7.407407	Compound			1208840	-10.89496
2392	7	ETECS02 IDH2_7	D	16	SW337295-1	0	SW219672-2	7.407407	Compound			1361440	0.6202837
2393	7	ETECS02 IDH2_7	D	17	SW337295-1	50	SW199613-2	4.882812	Compound			222680	-85.3109
2394	7	ETECS02 IDH2_7	D	18	SW337295-1	20	SW199613-2	4.882812	Compound			437840	-69.07486
2395	7	ETECS02 IDH2_7	D	19	SW337295-1	8	SW199613-2	4.882812	Compound			649360	-53.11349
2396	7	ETECS02 IDH2_7	D	20	SW337295-1	3.2	SW199613-2	4.882812	Compound			845400	-38.32026
2397	7	ETECS02 IDH2_7	D	21	SW337295-1	1.28	SW199613-2	4.882812	Compound			929760	-31.95442
2398	7	ETECS02 IDH2_7	D	22	SW337295-1	0.512	SW199613-2	4.882812	Compound			997680	-26.82916
2399	7	ETECS02 IDH2_7	D	23	SW337295-1	0.2048	SW199613-2	4.882812	Compound			942160	-31.01871
2400	7	ETECS02 IDH2_7	D	24	SW337295-1	0	SW199613-2	4.882812	Compound			865520	-36.80199
2401	7	ETECS02 IDH2_7	E	1	SW337295-1	50	SW197450-6	0.1002886	Compound			208200	-86.40356
2402	7	ETECS02 IDH2_7	E	2	SW337295-1	20	SW197450-6	0.1002886	Compound			421040	-70.34259
2403	7	ETECS02 IDH2_7	E	3	SW337295-1	8	SW197450-6	0.1002886	Compound			678040	-50.94929
2404	7	ETECS02 IDH2_7	E	4	SW337295-1	3.2	SW197450-6	0.1002886	Compound			756520	-45.02717
2405	7	ETECS02 IDH2_7	E	5	SW337295-1	1.28	SW197450-6	0.1002886	Compound			800440	-41.71295
2406	7	ETECS02 IDH2_7	E	6	SW337295-1	0.512	SW197450-6	0.1002886	Compound			840680	-38.67643
2407	7	ETECS02 IDH2_7	E	7	SW337295-1	0.2048	SW197450-6	0.1002886	Compound			874920	-36.09267
2408	7	ETECS02 IDH2_7	E	8	SW337295-1	0	SW197450-6	0.1002886	Compound			887920	-35.11168
2409	7	ETECS02 IDH2_7	E	9	SW337295-1	50	SW219672-2	4.938272	Compound			119840	-93.07124
2410	7	ETECS02 IDH2_7	E	10	SW337295-1	20	SW219672-2	4.938272	Compound			238160	-84.14278
2411	7	ETECS02 IDH2_7	E	11	SW337295-1	8	SW219672-2	4.938272	Compound			436680	-69.16239
2412	7	ETECS02 IDH2_7	E	12	SW337295-1	3.2	SW219672-2	4.938272	Compound			820040	-40.23393
2413	7	ETECS02 IDH2_7	E	13	SW337295-1	1.28	SW219672-2	4.938272	Compound			1137160	-16.30396
2414	7	ETECS02 IDH2_7	E	14	SW337295-1	0.512	SW219672-2	4.938272	Compound			1289840	-4.782674
2415	7	ETECS02 IDH2_7	E	15	SW337295-1	0.2048	SW219672-2	4.938272	Compound			1322320	-2.331724
2416	7	ETECS02 IDH2_7	E	16	SW337295-1	0	SW219672-2	4.938272	Compound			1579680	17.08874
2417	7	ETECS02 IDH2_7	E	17	SW337295-1	50	SW199613-2	3.051758	Compound			234680	-84.40537
2418	7	ETECS02 IDH2_7	E	18	SW337295-1	20	SW199613-2	3.051758	Compound			473040	-66.41866
2419	7	ETECS02 IDH2_7	E	19	SW337295-1	8	SW199613-2	3.051758	Compound			717600	-47.96408
2420	7	ETECS02 IDH2_7	E	20	SW337295-1	3.2	SW199613-2	3.051758	Compound			1057040	-22.34983
2421	7	ETECS02 IDH2_7	E	21	SW337295-1	1.28	SW199613-2	3.051758	Compound			1204000	-11.26019
2422	7	ETECS02 IDH2_7	E	22	SW337295-1	0.512	SW199613-2	3.051758	Compound			1264680	-6.681256
2423	7	ETECS02 IDH2_7	E	23	SW337295-1	0.2048	SW199613-2	3.051758	Compound			1267680	-6.454875
2424	7	ETECS02 IDH2_7	E	24	SW337295-1	0	SW199613-2	3.051758	Compound			1089880	-19.87172
2425	7	ETECS02 IDH2_7	F	1	SW337295-1	50	SW197450-6	0.03173691	Compound			200440	-86.98914
2426	7	ETECS02 IDH2_7	F	2	SW337295-1	20	SW197450-6	0.03173691	Compound			482200	-65.72744
2427	7	ETECS02 IDH2_7	F	3	SW337295-1	8	SW197450-6	0.03173691	Compound			802840	-41.53185
2428	7	ETECS02 IDH2_7	F	4	SW337295-1	3.2	SW197450-6	0.03173691	Compound			1019520	-25.1811
2429	7	ETECS02 IDH2_7	F	5	SW337295-1	1.28	SW197450-6	0.03173691	Compound			1261760	-6.9016
2430	7	ETECS02 IDH2_7	F	6	SW337295-1	0.512	SW197450-6	0.03173691	Compound			1347680	-0.4180501
2431	7	ETECS02 IDH2_7	F	7	SW337295-1	0.2048	SW197450-6	0.03173691	Compound			1352720	-0.03773015
2432	7	ETECS02 IDH2_7	F	8	SW337295-1	0	SW197450-6	0.03173691	Compound			1371040	1.344703
2433	7	ETECS02 IDH2_7	F	9	SW337295-1	50	SW219672-2	3.292181	Compound			139760	-91.56807
2434	7	ETECS02 IDH2_7	F	10	SW337295-1	20	SW219672-2	3.292181	Compound			273640	-81.46544
2435	7	ETECS02 IDH2_7	F	11	SW337295-1	8	SW219672-2	3.292181	Compound			453840	-67.86749
2436	7	ETECS02 IDH2_7	F	12	SW337295-1	3.2	SW219672-2	3.292181	Compound			802640	-41.54694
2437	7	ETECS02 IDH2_7	F	13	SW337295-1	1.28	SW219672-2	3.292181	Compound			1173600	-13.55418
2438	7	ETECS02 IDH2_7	F	14	SW337295-1	0.512	SW219672-2	3.292181	Compound			1299360	-4.064292
2439	7	ETECS02 IDH2_7	F	15	SW337295-1	0.2048	SW219672-2	3.292181	Compound			1375240	1.661636
2440	7	ETECS02 IDH2_7	F	16	SW337295-1	0	SW219672-2	3.292181	Compound			1572960	16.58165
2441	7	ETECS02 IDH2_7	F	17	SW337295-1	50	SW199613-2	1.907349	Compound			206800	-86.50921
2442	7	ETECS02 IDH2_7	F	18	SW337295-1	20	SW199613-2	1.907349	Compound			493000	-64.91247
2443	7	ETECS02 IDH2_7	F	19	SW337295-1	8	SW199613-2	1.907349	Compound			909360	-33.49381
2444	7	ETECS02 IDH2_7	F	20	SW337295-1	3.2	SW199613-2	1.907349	Compound			1164840	-14.21521
2445	7	ETECS02 IDH2_7	F	21	SW337295-1	1.28	SW199613-2	1.907349	Compound			1398480	3.415334
2446	7	ETECS02 IDH2_7	F	22	SW337295-1	0.512	SW199613-2	1.907349	Compound			1439640	6.52128
2447	7	ETECS02 IDH2_7	F	23	SW337295-1	0.2048	SW199613-2	1.907349	Compound			1370760	1.323574
2448	7	ETECS02 IDH2_7	F	24	SW337295-1	0	SW199613-2	1.907349	Compound			1206840	-11.04588
2449	7	ETECS02 IDH2_7	G	1	SW337295-1	50	SW197450-6	0.01004332	Compound			176680	-88.78207
2450	7	ETECS02 IDH2_7	G	2	SW337295-1	20	SW197450-6	0.01004332	Compound			485360	-65.48898
2451	7	ETECS02 IDH2_7	G	3	SW337295-1	8	SW197450-6	0.01004332	Compound			930400	-31.90613
2452	7	ETECS02 IDH2_7	G	4	SW337295-1	3.2	SW197450-6	0.01004332	Compound			1234960	-8.923936
2453	7	ETECS02 IDH2_7	G	5	SW337295-1	1.28	SW197450-6	0.01004332	Compound			1449240	7.245699
2454	7	ETECS02 IDH2_7	G	6	SW337295-1	0.512	SW197450-6	0.01004332	Compound			1480440	9.60006
2455	7	ETECS02 IDH2_7	G	7	SW337295-1	0.2048	SW197450-6	0.01004332	Compound			1611760	19.50951
2456	7	ETECS02 IDH2_7	G	8	SW337295-1	0	SW197450-6	0.01004332	Compound			1634360	21.21491
2457	7	ETECS02 IDH2_7	G	9	SW337295-1	50	SW219672-2	2.194787	Compound			159760	-90.05886
2458	7	ETECS02 IDH2_7	G	10	SW337295-1	20	SW219672-2	2.194787	Compound			285840	-80.54482
2459	7	ETECS02 IDH2_7	G	11	SW337295-1	8	SW219672-2	2.194787	Compound			551120	-60.52671
2460	7	ETECS02 IDH2_7	G	12	SW337295-1	3.2	SW219672-2	2.194787	Compound			872640	-36.26472
2461	7	ETECS02 IDH2_7	G	13	SW337295-1	1.28	SW219672-2	2.194787	Compound			1221200	-9.96227
2462	7	ETECS02 IDH2_7	G	14	SW337295-1	0.512	SW219672-2	2.194787	Compound			1262040	-6.880471
2463	7	ETECS02 IDH2_7	G	15	SW337295-1	0.2048	SW219672-2	2.194787	Compound			1452120	7.463025
2464	7	ETECS02 IDH2_7	G	16	SW337295-1	0	SW219672-2	2.194787	Compound			1667920	23.74736
2465	7	ETECS02 IDH2_7	G	17	SW337295-1	50	SW199613-2	1.192093	Compound			204680	-86.66918
2466	7	ETECS02 IDH2_7	G	18	SW337295-1	20	SW199613-2	1.192093	Compound			544360	-61.03683
2467	7	ETECS02 IDH2_7	G	19	SW337295-1	8	SW199613-2	1.192093	Compound			1023880	-24.8521
2468	7	ETECS02 IDH2_7	G	20	SW337295-1	3.2	SW199613-2	1.192093	Compound			1332000	-1.601268
2469	7	ETECS02 IDH2_7	G	21	SW337295-1	1.28	SW199613-2	1.192093	Compound			1424600	5.386357
2470	7	ETECS02 IDH2_7	G	22	SW337295-1	0.512	SW199613-2	1.192093	Compound			1498040	10.92816
2471	7	ETECS02 IDH2_7	G	23	SW337295-1	0.2048	SW199613-2	1.192093	Compound			1508240	11.69786
2472	7	ETECS02 IDH2_7	G	24	SW337295-1	0	SW199613-2	1.192093	Compound			1395240	3.170842
2473	7	ETECS02 IDH2_7	H	1	SW337295-1	50	SW197450-6	0	Compound			146200	-91.0821
2474	7	ETECS02 IDH2_7	H	2	SW337295-1	20	SW197450-6	0	Compound			335760	-76.77785
2475	7	ETECS02 IDH2_7	H	3	SW337295-1	8	SW197450-6	0	Compound			537360	-61.56505
2476	7	ETECS02 IDH2_7	H	4	SW337295-1	3.2	SW197450-6	0	Compound			990680	-27.35738
2477	7	ETECS02 IDH2_7	H	5	SW337295-1	1.28	SW197450-6	0	Compound			1261800	-6.898582
2478	7	ETECS02 IDH2_7	H	6	SW337295-1	0.512	SW197450-6	0	Compound			1320080	-2.500755
2479	7	ETECS02 IDH2_7	H	7	SW337295-1	0.2048	SW197450-6	0	Compound			1434600	6.14096
2480	7	ETECS02 IDH2_7	H	8	SW337295-1	0	SW197450-6	0	Compound			1577280	16.90764
2481	7	ETECS02 IDH2_7	H	9	SW337295-1	50	SW219672-2	0	Compound			159720	-90.06188
2482	7	ETECS02 IDH2_7	H	10	SW337295-1	20	SW219672-2	0	Compound			326440	-77.48114
2483	7	ETECS02 IDH2_7	H	11	SW337295-1	8	SW219672-2	0	Compound			579320	-58.39874
2484	7	ETECS02 IDH2_7	H	12	SW337295-1	3.2	SW219672-2	0	Compound			964280	-29.34953
2485	7	ETECS02 IDH2_7	H	13	SW337295-1	1.28	SW219672-2	0	Compound			1222680	-9.850589
2486	7	ETECS02 IDH2_7	H	14	SW337295-1	0.512	SW219672-2	0	Compound			1356640	0.2580743
2487	7	ETECS02 IDH2_7	H	15	SW337295-1	0.2048	SW219672-2	0	Compound			1432240	5.962873
2488	7	ETECS02 IDH2_7	H	16	SW337295-1	0	SW219672-2	0	Compound			1532880	13.5572
2489	7	ETECS02 IDH2_7	H	17	SW337295-1	50	SW199613-2	0	Compound			181640	-88.40779
2490	7	ETECS02 IDH2_7	H	18	SW337295-1	20	SW199613-2	0	Compound			315720	-78.29007
2491	7	ETECS02 IDH2_7	H	19	SW337295-1	8	SW199613-2	0	Compound			536640	-61.61938
2492	7	ETECS02 IDH2_7	H	20	SW337295-1	3.2	SW199613-2	0	Compound			912520	-33.25536
2493	7	ETECS02 IDH2_7	H	21	SW337295-1	1.28	SW199613-2	0	Compound			1140600	-16.04437
2494	7	ETECS02 IDH2_7	H	22	SW337295-1	0.512	SW199613-2	0	Compound			1203160	-11.32357
2495	7	ETECS02 IDH2_7	H	23	SW337295-1	0.2048	SW199613-2	0	Compound			1297480	-4.206158
2496	7	ETECS02 IDH2_7	H	24	SW337295-1	0	SW199613-2	0	Compound			1292920	-4.550257
2497	7	ETECS02 IDH2_7	I	1	SW337295-1	50	SW198601-4	1	Compound			143360	-91.29641
2498	7	ETECS02 IDH2_7	I	2	SW337295-1	20	SW198601-4	1	Compound			304080	-79.16843
2499	7	ETECS02 IDH2_7	I	3	SW337295-1	8	SW198601-4	1	Compound			534280	-61.79747
2500	7	ETECS02 IDH2_7	I	4	SW337295-1	3.2	SW198601-4	1	Compound			1014840	-25.53426
2501	7	ETECS02 IDH2_7	I	5	SW337295-1	1.28	SW198601-4	1	Compound			1552920	15.06942
2502	7	ETECS02 IDH2_7	I	6	SW337295-1	0.512	SW198601-4	1	Compound			1664640	23.49985
2503	7	ETECS02 IDH2_7	I	7	SW337295-1	0.2048	SW198601-4	1	Compound			1614040	19.68156
2504	7	ETECS02 IDH2_7	I	8	SW337295-1	0	SW198601-4	1	Compound			1674720	24.26049
2505	7	ETECS02 IDH2_7	I	9	SW337295-1	50	SW337296-1	50	Compound			110440	-93.78056
2506	7	ETECS02 IDH2_7	I	10	SW337295-1	20	SW337296-1	50	Compound			197680	-87.1974
2507	7	ETECS02 IDH2_7	I	11	SW337295-1	8	SW337296-1	50	Compound			287800	-80.39693
2508	7	ETECS02 IDH2_7	I	12	SW337295-1	3.2	SW337296-1	50	Compound			402760	-71.72201
2509	7	ETECS02 IDH2_7	I	13	SW337295-1	1.28	SW337296-1	50	Compound			512160	-63.46665
2510	7	ETECS02 IDH2_7	I	14	SW337295-1	0.512	SW337296-1	50	Compound			594600	-57.2457
2511	7	ETECS02 IDH2_7	I	15	SW337295-1	0.2048	SW337296-1	50	Compound			572520	-58.91187
2512	7	ETECS02 IDH2_7	I	16	SW337295-1	0	SW337296-1	50	Compound			547800	-60.77724
2513	7	ETECS02 IDH2_7	I	17		-		-	Blank Control			1915240	42.4102
2514	7	ETECS02 IDH2_7	I	18		-		-	Blank Control			1951720	45.16299
2515	7	ETECS02 IDH2_7	I	19		-		-	Blank Control			1993720	48.33233
2516	7	ETECS02 IDH2_7	I	20		-		-	Inhibitor Control			39120	-99.16239
2517	7	ETECS02 IDH2_7	I	21		-		-	Inhibitor Control			37080	-99.31633
2518	7	ETECS02 IDH2_7	I	22		-		-	Neutral Control			1445560	6.968005
2519	7	ETECS02 IDH2_7	I	23		-		-	Neutral Control			1467560	8.628132
2520	7	ETECS02 IDH2_7	I	24		-		-	Neutral Control			1322840	-2.292484
2521	7	ETECS02 IDH2_7	J	1	SW337295-1	50	SW198601-4	0.25	Compound			145280	-91.15153
2522	7	ETECS02 IDH2_7	J	2	SW337295-1	20	SW198601-4	0.25	Compound			310360	-78.69454
2523	7	ETECS02 IDH2_7	J	3	SW337295-1	8	SW198601-4	0.25	Compound			562160	-59.69363
2524	7	ETECS02 IDH2_7	J	4	SW337295-1	3.2	SW198601-4	0.25	Compound			1072480	-21.18473
2525	7	ETECS02 IDH2_7	J	5	SW337295-1	1.28	SW198601-4	0.25	Compound			1509600	11.80048
2526	7	ETECS02 IDH2_7	J	6	SW337295-1	0.512	SW198601-4	0.25	Compound			1624800	20.49351
2527	7	ETECS02 IDH2_7	J	7	SW337295-1	0.2048	SW198601-4	0.25	Compound			1613680	19.65439
2528	7	ETECS02 IDH2_7	J	8	SW337295-1	0	SW198601-4	0.25	Compound			1707840	26.75974
2529	7	ETECS02 IDH2_7	J	9	SW337295-1	50	SW337296-1	33.33333	Compound			125880	-92.61546
2530	7	ETECS02 IDH2_7	J	10	SW337295-1	20	SW337296-1	33.33333	Compound			227440	-84.95171
2531	7	ETECS02 IDH2_7	J	11	SW337295-1	8	SW337296-1	33.33333	Compound			244640	-83.65379
2532	7	ETECS02 IDH2_7	J	12	SW337295-1	3.2	SW337296-1	33.33333	Compound			453240	-67.91277
2533	7	ETECS02 IDH2_7	J	13	SW337295-1	1.28	SW337296-1	33.33333	Compound			633880	-54.28162
2534	7	ETECS02 IDH2_7	J	14	SW337295-1	0.512	SW337296-1	33.33333	Compound			697680	-49.46725
2535	7	ETECS02 IDH2_7	J	15	SW337295-1	0.2048	SW337296-1	33.33333	Compound			690320	-50.02264
2536	7	ETECS02 IDH2_7	J	16	SW337295-1	0	SW337296-1	33.33333	Compound			716000	-48.08482
2537	7	ETECS02 IDH2_7	J	17		-		-	Blank Control			1882640	39.9502
2538	7	ETECS02 IDH2_7	J	18		-		-	Blank Control			2032480	51.25717
2539	7	ETECS02 IDH2_7	J	19		-		-	Blank Control			1945200	44.67099
2540	7	ETECS02 IDH2_7	J	20		-		-	Inhibitor Control			32400	-99.66949
2541	7	ETECS02 IDH2_7	J	21		-		-	Inhibitor Control			26560	-100.1102
2542	7	ETECS02 IDH2_7	J	22		-		-	Neutral Control			1380440	2.05403
2543	7	ETECS02 IDH2_7	J	23		-		-	Neutral Control			1367960	1.112285
2544	7	ETECS02 IDH2_7	J	24		-		-	Neutral Control			1272000	-6.128886
2545	7	ETECS02 IDH2_7	K	1	SW337295-1	50	SW198601-4	0.0625	Compound			140360	-91.52279
2546	7	ETECS02 IDH2_7	K	2	SW337295-1	20	SW198601-4	0.0625	Compound			296760	-79.7208
2547	7	ETECS02 IDH2_7	K	3	SW337295-1	8	SW198601-4	0.0625	Compound			555240	-60.21582
2548	7	ETECS02 IDH2_7	K	4	SW337295-1	3.2	SW198601-4	0.0625	Compound			971920	-28.77302
2549	7	ETECS02 IDH2_7	K	5	SW337295-1	1.28	SW198601-4	0.0625	Compound			1584840	17.47812
2550	7	ETECS02 IDH2_7	K	6	SW337295-1	0.512	SW198601-4	0.0625	Compound			1676800	24.41745
2551	7	ETECS02 IDH2_7	K	7	SW337295-1	0.2048	SW198601-4	0.0625	Compound			1738440	29.06882
2552	7	ETECS02 IDH2_7	K	8	SW337295-1	0	SW198601-4	0.0625	Compound			1708200	26.7869
2553	7	ETECS02 IDH2_7	K	9	SW337295-1	50	SW337296-1	22.22222	Compound			152200	-90.62934
2554	7	ETECS02 IDH2_7	K	10	SW337295-1	20	SW337296-1	22.22222	Compound			253040	-83.01992
2555	7	ETECS02 IDH2_7	K	11	SW337295-1	8	SW337296-1	22.22222	Compound			294120	-79.92001
2556	7	ETECS02 IDH2_7	K	12	SW337295-1	3.2	SW337296-1	22.22222	Compound			457640	-67.58074
2557	7	ETECS02 IDH2_7	K	13	SW337295-1	1.28	SW337296-1	22.22222	Compound			792320	-42.32569
2558	7	ETECS02 IDH2_7	K	14	SW337295-1	0.512	SW337296-1	22.22222	Compound			914840	-33.08029
2559	7	ETECS02 IDH2_7	K	15	SW337295-1	0.2048	SW337296-1	22.22222	Compound			886040	-35.25355
2560	7	ETECS02 IDH2_7	K	16	SW337295-1	0	SW337296-1	22.22222	Compound			958680	-29.77211
2561	7	ETECS02 IDH2_7	K	17		-		-	Blank Control			2207480	64.46272
2562	7	ETECS02 IDH2_7	K	18		-		-	Blank Control			2120680	57.91277
2563	7	ETECS02 IDH2_7	K	19		-		-	Blank Control			2012840	49.77513
2564	7	ETECS02 IDH2_7	K	20		-		-	Inhibitor Control			31400	-99.74495
2565	7	ETECS02 IDH2_7	K	21		-		-	Inhibitor Control			27840	-100.0136
2566	7	ETECS02 IDH2_7	K	22		-		-	Neutral Control			1452800	7.514338
2567	7	ETECS02 IDH2_7	K	23		-		-	Neutral Control			1405920	3.976758
2568	7	ETECS02 IDH2_7	K	24		-		-	Neutral Control			1229280	-9.352551
2569	7	ETECS02 IDH2_7	L	1	SW337295-1	50	SW198601-4	0.015625	Compound			157160	-90.25506
2570	7	ETECS02 IDH2_7	L	2	SW337295-1	20	SW198601-4	0.015625	Compound			299920	-79.48235
2571	7	ETECS02 IDH2_7	L	3	SW337295-1	8	SW198601-4	0.015625	Compound			576680	-58.59795
2572	7	ETECS02 IDH2_7	L	4	SW337295-1	3.2	SW198601-4	0.015625	Compound			964320	-29.34651
2573	7	ETECS02 IDH2_7	L	5	SW337295-1	1.28	SW198601-4	0.015625	Compound			1223880	-9.760036
2574	7	ETECS02 IDH2_7	L	6	SW337295-1	0.512	SW198601-4	0.015625	Compound			1331720	-1.622397
2575	7	ETECS02 IDH2_7	L	7	SW337295-1	0.2048	SW198601-4	0.015625	Compound			1275640	-5.854211
2576	7	ETECS02 IDH2_7	L	8	SW337295-1	0	SW198601-4	0.015625	Compound			1334560	-1.408089
2577	7	ETECS02 IDH2_7	L	9	SW337295-1	50	SW337296-1	14.81481	Compound			162680	-89.83852
2578	7	ETECS02 IDH2_7	L	10	SW337295-1	20	SW337296-1	14.81481	Compound			255560	-82.82977
2579	7	ETECS02 IDH2_7	L	11	SW337295-1	8	SW337296-1	14.81481	Compound			282400	-80.80441
2580	7	ETECS02 IDH2_7	L	12	SW337295-1	3.2	SW337296-1	14.81481	Compound			382880	-73.22216
2581	7	ETECS02 IDH2_7	L	13	SW337295-1	1.28	SW337296-1	14.81481	Compound			802200	-41.58014
2582	7	ETECS02 IDH2_7	L	14	SW337295-1	0.512	SW337296-1	14.81481	Compound			1058280	-22.25626
2583	7	ETECS02 IDH2_7	L	15	SW337295-1	0.2048	SW337296-1	14.81481	Compound			1076520	-20.87987
2584	7	ETECS02 IDH2_7	L	16	SW337295-1	0	SW337296-1	14.81481	Compound			1072080	-21.21491
2585	7	ETECS02 IDH2_7	L	17		-		-	Blank Control			2120840	57.92484
2586	7	ETECS02 IDH2_7	L	18		-		-	Blank Control			1998440	48.6885
2587	7	ETECS02 IDH2_7	L	19		-		-	Blank Control			2111480	57.21853
2588	7	ETECS02 IDH2_7	L	20		-		-	Inhibitor Control			30920	-99.78117
2589	7	ETECS02 IDH2_7	L	21		-		-	Inhibitor Control			27920	-100.0075
2590	7	ETECS02 IDH2_7	L	22		-		-	Neutral Control			1513160	12.06912
2591	7	ETECS02 IDH2_7	L	23		-		-	Neutral Control			1500520	11.1153
2592	7	ETECS02 IDH2_7	L	24		-		-	Neutral Control			1417840	4.876245
2593	7	ETECS02 IDH2_7	M	1	SW337295-1	50	SW198601-4	0.00390625	Compound			145040	-91.16964
2594	7	ETECS02 IDH2_7	M	2	SW337295-1	20	SW198601-4	0.00390625	Compound			290640	-80.18262
2595	7	ETECS02 IDH2_7	M	3	SW337295-1	8	SW198601-4	0.00390625	Compound			526840	-62.35889
2596	7	ETECS02 IDH2_7	M	4	SW337295-1	3.2	SW198601-4	0.00390625	Compound			855280	-37.57471
2597	7	ETECS02 IDH2_7	M	5	SW337295-1	1.28	SW198601-4	0.00390625	Compound			1185440	-12.66073
2598	7	ETECS02 IDH2_7	M	6	SW337295-1	0.512	SW198601-4	0.00390625	Compound			1194200	-11.9997
2599	7	ETECS02 IDH2_7	M	7	SW337295-1	0.2048	SW198601-4	0.00390625	Compound			1414840	4.649864
2600	7	ETECS02 IDH2_7	M	8	SW337295-1	0	SW198601-4	0.00390625	Compound			1691280	25.51011
2601	7	ETECS02 IDH2_7	M	9	SW337295-1	50	SW337296-1	9.876543	Compound			175800	-88.84848
2602	7	ETECS02 IDH2_7	M	10	SW337295-1	20	SW337296-1	9.876543	Compound			240880	-83.93752
2603	7	ETECS02 IDH2_7	M	11	SW337295-1	8	SW337296-1	9.876543	Compound			310440	-78.6885
2604	7	ETECS02 IDH2_7	M	12	SW337295-1	3.2	SW337296-1	9.876543	Compound			312960	-78.49834
2605	7	ETECS02 IDH2_7	M	13	SW337295-1	1.28	SW337296-1	9.876543	Compound			802000	-41.59523
2606	7	ETECS02 IDH2_7	M	14	SW337295-1	0.512	SW337296-1	9.876543	Compound			1059680	-22.15062
2607	7	ETECS02 IDH2_7	M	15	SW337295-1	0.2048	SW337296-1	9.876543	Compound			1097720	-19.28011
2608	7	ETECS02 IDH2_7	M	16	SW337295-1	0	SW337296-1	9.876543	Compound			1104400	-18.77603
2609	7	ETECS02 IDH2_7	M	17		-		-	Blank Control			2167800	61.46846
2610	7	ETECS02 IDH2_7	M	18		-		-	Blank Control			1935640	43.94959
2611	7	ETECS02 IDH2_7	M	19		-		-	Blank Control			1917440	42.57622
2612	7	ETECS02 IDH2_7	M	20		-		-	Inhibitor Control			30160	-99.83852
2613	7	ETECS02 IDH2_7	M	21		-		-	Inhibitor Control			26080	-100.1464
2614	7	ETECS02 IDH2_7	M	22		-		-	Neutral Control			1449440	7.260791
2615	7	ETECS02 IDH2_7	M	23		-		-	Neutral Control			1343000	-0.7712044
2616	7	ETECS02 IDH2_7	M	24		-		-	Neutral Control			1374080	1.574102
2617	7	ETECS02 IDH2_7	N	1	SW337295-1	50	SW198601-4	0.000976563	Compound			147600	-90.97646
2618	7	ETECS02 IDH2_7	N	2	SW337295-1	20	SW198601-4	0.000976563	Compound			293560	-79.96227
2619	7	ETECS02 IDH2_7	N	3	SW337295-1	8	SW198601-4	0.000976563	Compound			544520	-61.02475
2620	7	ETECS02 IDH2_7	N	4	SW337295-1	3.2	SW198601-4	0.000976563	Compound			911320	-33.34591
2621	7	ETECS02 IDH2_7	N	5	SW337295-1	1.28	SW198601-4	0.000976563	Compound			1171960	-13.67794
2622	7	ETECS02 IDH2_7	N	6	SW337295-1	0.512	SW198601-4	0.000976563	Compound			1248960	-7.867492
