Index	Plate	Plate ID	Row	Column	Compound A	Conc. A [uM]	Compound B	Conc. B [uM]	Well Type	Masked	Well Tags	Raw	Normalized
2110	6	ETECS02 IDH2_6	H	22	SW218076-3	0.6279337	SW196745-7	0	Compound			1352480	-12.54883
2111	6	ETECS02 IDH2_6	H	23	SW218076-3	0.2616391	SW196745-7	0	Compound			1355000	-12.38197
2112	6	ETECS02 IDH2_6	H	24	SW218076-3	0	SW196745-7	0	Compound			1325640	-14.32601
2113	6	ETECS02 IDH2_6	I	1	SW218076-3	50	SW197795-10	50	Compound			41640	-99.34449
2114	6	ETECS02 IDH2_6	I	2	SW218076-3	20.83333	SW197795-10	50	Compound			99600	-95.50674
2115	6	ETECS02 IDH2_6	I	3	SW218076-3	8.680555	SW197795-10	50	Compound			127800	-93.63951
2116	6	ETECS02 IDH2_6	I	4	SW218076-3	3.616898	SW197795-10	50	Compound			155440	-91.80936
2117	6	ETECS02 IDH2_6	I	5	SW218076-3	1.507041	SW197795-10	50	Compound			180240	-90.16726
2118	6	ETECS02 IDH2_6	I	6	SW218076-3	0.6279337	SW197795-10	50	Compound			223200	-87.32272
2119	6	ETECS02 IDH2_6	I	7	SW218076-3	0.2616391	SW197795-10	50	Compound			234840	-86.55199
2120	6	ETECS02 IDH2_6	I	8	SW218076-3	0	SW197795-10	50	Compound			327160	-80.43913
2121	6	ETECS02 IDH2_6	I	9	SW218076-3	50	SW198953-3	5	Compound			281240	-83.47967
2122	6	ETECS02 IDH2_6	I	10	SW218076-3	20.83333	SW198953-3	5	Compound			251680	-85.43695
2123	6	ETECS02 IDH2_6	I	11	SW218076-3	8.680555	SW198953-3	5	Compound			228920	-86.94398
2124	6	ETECS02 IDH2_6	I	12	SW218076-3	3.616898	SW198953-3	5	Compound			245960	-85.81569
2125	6	ETECS02 IDH2_6	I	13	SW218076-3	1.507041	SW198953-3	5	Compound			232360	-86.7162
2126	6	ETECS02 IDH2_6	I	14	SW218076-3	0.6279337	SW198953-3	5	Compound			230320	-86.85127
2127	6	ETECS02 IDH2_6	I	15	SW218076-3	0.2616391	SW198953-3	5	Compound			240600	-86.1706
2128	6	ETECS02 IDH2_6	I	16	SW218076-3	0	SW198953-3	5	Compound			269520	-84.2557
2129	6	ETECS02 IDH2_6	I	17		-		-	Blank Control			2249440	46.84227
2130	6	ETECS02 IDH2_6	I	18		-		-	Blank Control			2300480	50.22182
2131	6	ETECS02 IDH2_6	I	19		-		-	Blank Control			2203720	43.81498
2132	6	ETECS02 IDH2_6	I	20		-		-	Inhibitor Control			49040	-98.85451
2133	6	ETECS02 IDH2_6	I	21		-		-	Inhibitor Control			40280	-99.43454
2134	6	ETECS02 IDH2_6	I	22		-		-	Neutral Control			1589080	3.117344
2135	6	ETECS02 IDH2_6	I	23		-		-	Neutral Control			1624920	5.490446
2136	6	ETECS02 IDH2_6	I	24		-		-	Neutral Control			1329640	-14.06116
2137	6	ETECS02 IDH2_6	J	1	SW218076-3	50	SW197795-10	16.66667	Compound			44760	-99.1379
2138	6	ETECS02 IDH2_6	J	2	SW218076-3	20.83333	SW197795-10	16.66667	Compound			112600	-94.64596
2139	6	ETECS02 IDH2_6	J	3	SW218076-3	8.680555	SW197795-10	16.66667	Compound			187040	-89.71701
2140	6	ETECS02 IDH2_6	J	4	SW218076-3	3.616898	SW197795-10	16.66667	Compound			215920	-87.80476
2141	6	ETECS02 IDH2_6	J	5	SW218076-3	1.507041	SW197795-10	16.66667	Compound			274880	-83.90079
2142	6	ETECS02 IDH2_6	J	6	SW218076-3	0.6279337	SW197795-10	16.66667	Compound			272240	-84.07559
2143	6	ETECS02 IDH2_6	J	7	SW218076-3	0.2616391	SW197795-10	16.66667	Compound			313120	-81.36877
2144	6	ETECS02 IDH2_6	J	8	SW218076-3	0	SW197795-10	16.66667	Compound			544000	-66.08134
2145	6	ETECS02 IDH2_6	J	9	SW218076-3	50	SW198953-3	1.582278	Compound			24000	-100.5125
2146	6	ETECS02 IDH2_6	J	10	SW218076-3	20.83333	SW198953-3	1.582278	Compound			31600	-100.0093
2147	6	ETECS02 IDH2_6	J	11	SW218076-3	8.680555	SW198953-3	1.582278	Compound			66000	-97.73152
2148	6	ETECS02 IDH2_6	J	12	SW218076-3	3.616898	SW198953-3	1.582278	Compound			83800	-96.55292
2149	6	ETECS02 IDH2_6	J	13	SW218076-3	1.507041	SW198953-3	1.582278	Compound			96760	-95.69479
2150	6	ETECS02 IDH2_6	J	14	SW218076-3	0.6279337	SW198953-3	1.582278	Compound			116720	-94.37316
2151	6	ETECS02 IDH2_6	J	15	SW218076-3	0.2616391	SW198953-3	1.582278	Compound			117280	-94.33608
2152	6	ETECS02 IDH2_6	J	16	SW218076-3	0	SW198953-3	1.582278	Compound			171080	-90.77378
2153	6	ETECS02 IDH2_6	J	17		-		-	Blank Control			2258160	47.41965
2154	6	ETECS02 IDH2_6	J	18		-		-	Blank Control			2174920	41.90802
2155	6	ETECS02 IDH2_6	J	19		-		-	Blank Control			2311920	50.97931
2156	6	ETECS02 IDH2_6	J	20		-		-	Inhibitor Control			34760	-99.80004
2157	6	ETECS02 IDH2_6	J	21		-		-	Inhibitor Control			31880	-99.99074
2158	6	ETECS02 IDH2_6	J	22		-		-	Neutral Control			1603400	4.065526
2159	6	ETECS02 IDH2_6	J	23		-		-	Neutral Control			1540120	-0.1244819
2160	6	ETECS02 IDH2_6	J	24		-		-	Neutral Control			1316760	-14.91399
2161	6	ETECS02 IDH2_6	K	1	SW218076-3	50	SW197795-10	5.555555	Compound			68200	-97.58585
2162	6	ETECS02 IDH2_6	K	2	SW218076-3	20.83333	SW197795-10	5.555555	Compound			160320	-91.48624
2163	6	ETECS02 IDH2_6	K	3	SW218076-3	8.680555	SW197795-10	5.555555	Compound			268560	-84.31926
2164	6	ETECS02 IDH2_6	K	4	SW218076-3	3.616898	SW197795-10	5.555555	Compound			347120	-79.11751
2165	6	ETECS02 IDH2_6	K	5	SW218076-3	1.507041	SW197795-10	5.555555	Compound			565240	-64.67496
2166	6	ETECS02 IDH2_6	K	6	SW218076-3	0.6279337	SW197795-10	5.555555	Compound			644680	-59.41494
2167	6	ETECS02 IDH2_6	K	7	SW218076-3	0.2616391	SW197795-10	5.555555	Compound			717040	-54.62371
2168	6	ETECS02 IDH2_6	K	8	SW218076-3	0	SW197795-10	5.555555	Compound			1113160	-28.39511
2169	6	ETECS02 IDH2_6	K	9	SW218076-3	50	SW198953-3	0.500721	Compound			102000	-95.34782
2170	6	ETECS02 IDH2_6	K	10	SW218076-3	20.83333	SW198953-3	0.500721	Compound			172760	-90.66254
2171	6	ETECS02 IDH2_6	K	11	SW218076-3	8.680555	SW198953-3	0.500721	Compound			191360	-89.43096
2172	6	ETECS02 IDH2_6	K	12	SW218076-3	3.616898	SW198953-3	0.500721	Compound			192120	-89.38064
2173	6	ETECS02 IDH2_6	K	13	SW218076-3	1.507041	SW198953-3	0.500721	Compound			240040	-86.20768
2174	6	ETECS02 IDH2_6	K	14	SW218076-3	0.6279337	SW198953-3	0.500721	Compound			248160	-85.67002
2175	6	ETECS02 IDH2_6	K	15	SW218076-3	0.2616391	SW198953-3	0.500721	Compound			275680	-83.84782
2176	6	ETECS02 IDH2_6	K	16	SW218076-3	0	SW198953-3	0.500721	Compound			329760	-80.26698
2177	6	ETECS02 IDH2_6	K	17		-		-	Blank Control			2021960	31.77996
2178	6	ETECS02 IDH2_6	K	18		-		-	Blank Control			2161200	40.99957
2179	6	ETECS02 IDH2_6	K	19		-		-	Blank Control			2239440	46.18013
2180	6	ETECS02 IDH2_6	K	20		-		-	Inhibitor Control			33840	-99.86095
2181	6	ETECS02 IDH2_6	K	21		-		-	Inhibitor Control			28680	-100.2026
2182	6	ETECS02 IDH2_6	K	22		-		-	Neutral Control			1530600	-0.754837
2183	6	ETECS02 IDH2_6	K	23		-		-	Neutral Control			1562320	1.345464
2184	6	ETECS02 IDH2_6	K	24		-		-	Neutral Control			1279000	-17.41422
2185	6	ETECS02 IDH2_6	L	1	SW218076-3	50	SW197795-10	1.851852	Compound			99480	-95.51469
2186	6	ETECS02 IDH2_6	L	2	SW218076-3	20.83333	SW197795-10	1.851852	Compound			323600	-80.67486
2187	6	ETECS02 IDH2_6	L	3	SW218076-3	8.680555	SW197795-10	1.851852	Compound			631520	-60.28631
2188	6	ETECS02 IDH2_6	L	4	SW218076-3	3.616898	SW197795-10	1.851852	Compound			977360	-37.38694
2189	6	ETECS02 IDH2_6	L	5	SW218076-3	1.507041	SW197795-10	1.851852	Compound			894600	-42.86679
2190	6	ETECS02 IDH2_6	L	6	SW218076-3	0.6279337	SW197795-10	1.851852	Compound			1024040	-34.29608
2191	6	ETECS02 IDH2_6	L	7	SW218076-3	0.2616391	SW197795-10	1.851852	Compound			980120	-37.20419
2192	6	ETECS02 IDH2_6	L	8	SW218076-3	0	SW197795-10	1.851852	Compound			1175040	-24.2978
2193	6	ETECS02 IDH2_6	L	9	SW218076-3	50	SW198953-3	0.158456	Compound			133640	-93.25282
2194	6	ETECS02 IDH2_6	L	10	SW218076-3	20.83333	SW198953-3	0.158456	Compound			373680	-77.35887
2195	6	ETECS02 IDH2_6	L	11	SW218076-3	8.680555	SW198953-3	0.158456	Compound			554640	-65.37682
2196	6	ETECS02 IDH2_6	L	12	SW218076-3	3.616898	SW198953-3	0.158456	Compound			621520	-60.94845
2197	6	ETECS02 IDH2_6	L	13	SW218076-3	1.507041	SW198953-3	0.158456	Compound			754480	-52.14467
2198	6	ETECS02 IDH2_6	L	14	SW218076-3	0.6279337	SW198953-3	0.158456	Compound			896080	-42.7688
2199	6	ETECS02 IDH2_6	L	15	SW218076-3	0.2616391	SW198953-3	0.158456	Compound			924560	-40.88303
2200	6	ETECS02 IDH2_6	L	16	SW218076-3	0	SW198953-3	0.158456	Compound			1203280	-22.42793
2201	6	ETECS02 IDH2_6	L	17		-		-	Blank Control			2171080	41.65376
2202	6	ETECS02 IDH2_6	L	18		-		-	Blank Control			2290400	49.55438
2203	6	ETECS02 IDH2_6	L	19		-		-	Blank Control			2265640	47.91493
2204	6	ETECS02 IDH2_6	L	20		-		-	Inhibitor Control			33520	-99.88215
2205	6	ETECS02 IDH2_6	L	21		-		-	Inhibitor Control			28440	-100.2185
2206	6	ETECS02 IDH2_6	L	22		-		-	Neutral Control			1604880	4.163522
2207	6	ETECS02 IDH2_6	L	23		-		-	Neutral Control			1510840	-2.063221
2208	6	ETECS02 IDH2_6	L	24		-		-	Neutral Control			1394600	-9.75991
2209	6	ETECS02 IDH2_6	M	1	SW218076-3	50	SW197795-10	0.6172839	Compound			157960	-91.6425
2210	6	ETECS02 IDH2_6	M	2	SW218076-3	20.83333	SW197795-10	0.6172839	Compound			630680	-60.34193
2211	6	ETECS02 IDH2_6	M	3	SW218076-3	8.680555	SW197795-10	0.6172839	Compound			819760	-47.82223
2212	6	ETECS02 IDH2_6	M	4	SW218076-3	3.616898	SW197795-10	0.6172839	Compound			823640	-47.56532
2213	6	ETECS02 IDH2_6	M	5	SW218076-3	1.507041	SW197795-10	0.6172839	Compound			909320	-41.89213
2214	6	ETECS02 IDH2_6	M	6	SW218076-3	0.6279337	SW197795-10	0.6172839	Compound			993880	-36.29309
2215	6	ETECS02 IDH2_6	M	7	SW218076-3	0.2616391	SW197795-10	0.6172839	Compound			983160	-37.0029
2216	6	ETECS02 IDH2_6	M	8	SW218076-3	0	SW197795-10	0.6172839	Compound			1109160	-28.65997
2217	6	ETECS02 IDH2_6	M	9	SW218076-3	50	SW198953-3	0.05014431	Compound			233480	-86.64204
2218	6	ETECS02 IDH2_6	M	10	SW218076-3	20.83333	SW198953-3	0.05014431	Compound			683120	-56.86968
2219	6	ETECS02 IDH2_6	M	11	SW218076-3	8.680555	SW198953-3	0.05014431	Compound			906920	-42.05104
2220	6	ETECS02 IDH2_6	M	12	SW218076-3	3.616898	SW198953-3	0.05014431	Compound			966200	-38.12589
2221	6	ETECS02 IDH2_6	M	13	SW218076-3	1.507041	SW198953-3	0.05014431	Compound			1041920	-33.11218
2222	6	ETECS02 IDH2_6	M	14	SW218076-3	0.6279337	SW198953-3	0.05014431	Compound			1207120	-22.17367
2223	6	ETECS02 IDH2_6	M	15	SW218076-3	0.2616391	SW198953-3	0.05014431	Compound			1260960	-18.60872
2224	6	ETECS02 IDH2_6	M	16	SW218076-3	0	SW198953-3	0.05014431	Compound			1470720	-4.719718
2225	6	ETECS02 IDH2_6	M	17		-		-	Blank Control			2067840	34.81785
2226	6	ETECS02 IDH2_6	M	18		-		-	Blank Control			2309960	50.84953
2227	6	ETECS02 IDH2_6	M	19		-		-	Blank Control			2267320	48.02617
2228	6	ETECS02 IDH2_6	M	20		-		-	Inhibitor Control			34360	-99.82652
2229	6	ETECS02 IDH2_6	M	21		-		-	Inhibitor Control			29040	-100.1788
2230	6	ETECS02 IDH2_6	M	22		-		-	Neutral Control			1734920	12.77396
2231	6	ETECS02 IDH2_6	M	23		-		-	Neutral Control			1613760	4.7515
2232	6	ETECS02 IDH2_6	M	24		-		-	Neutral Control			1256240	-18.92125
2233	6	ETECS02 IDH2_6	N	1	SW218076-3	50	SW197795-10	0.2057613	Compound			240200	-86.19708
2234	6	ETECS02 IDH2_6	N	2	SW218076-3	20.83333	SW197795-10	0.2057613	Compound			708440	-55.19315
2235	6	ETECS02 IDH2_6	N	3	SW218076-3	8.680555	SW197795-10	0.2057613	Compound			887920	-43.3091
2236	6	ETECS02 IDH2_6	N	4	SW218076-3	3.616898	SW197795-10	0.2057613	Compound			812760	-48.28573
2237	6	ETECS02 IDH2_6	N	5	SW218076-3	1.507041	SW197795-10	0.2057613	Compound			1044600	-32.93473
2238	6	ETECS02 IDH2_6	N	6	SW218076-3	0.6279337	SW197795-10	0.2057613	Compound			1136160	-26.8722
2239	6	ETECS02 IDH2_6	N	7	SW218076-3	0.2616391	SW197795-10	0.2057613	Compound			1257480	-18.83914
2240	6	ETECS02 IDH2_6	N	8	SW218076-3	0	SW197795-10	0.2057613	Compound			1390120	-10.05655
2241	6	ETECS02 IDH2_6	N	9	SW218076-3	50	SW198953-3	0.01586845	Compound			296880	-82.44408
2242	6	ETECS02 IDH2_6	N	10	SW218076-3	20.83333	SW198953-3	0.01586845	Compound			747360	-52.61611
2243	6	ETECS02 IDH2_6	N	11	SW218076-3	8.680555	SW198953-3	0.01586845	Compound			930800	-40.46986
2244	6	ETECS02 IDH2_6	N	12	SW218076-3	3.616898	SW198953-3	0.01586845	Compound			902400	-42.35033
2245	6	ETECS02 IDH2_6	N	13	SW218076-3	1.507041	SW198953-3	0.01586845	Compound			1005840	-35.50117
2246	6	ETECS02 IDH2_6	N	14	SW218076-3	0.6279337	SW198953-3	0.01586845	Compound			1113360	-28.38187
2247	6	ETECS02 IDH2_6	N	15	SW218076-3	0.2616391	SW198953-3	0.01586845	Compound			1122000	-27.80978
2248	6	ETECS02 IDH2_6	N	16	SW218076-3	0	SW198953-3	0.01586845	Compound			1177320	-24.14684
2249	6	ETECS02 IDH2_6	N	17		-		-	Blank Control			2367680	54.67138
2250	6	ETECS02 IDH2_6	N	18		-		-	Blank Control			1999040	30.26234
2251	6	ETECS02 IDH2_6	N	19		-		-	Blank Control			2260760	47.59181
2252	6	ETECS02 IDH2_6	N	20		-		-	Inhibitor Control			31600	-100.0093
2253	6	ETECS02 IDH2_6	N	21		-		-	Inhibitor Control			26800	-100.3271
2254	6	ETECS02 IDH2_6	N	22		-		-	Neutral Control			1543880	0.1244819
2255	6	ETECS02 IDH2_6	N	23		-		-	Neutral Control			1597560	3.678837
2256	6	ETECS02 IDH2_6	N	24		-		-	Neutral Control			1437240	-6.936554
2257	6	ETECS02 IDH2_6	O	1	SW218076-3	50	SW197795-10	0.06858711	Compound			389400	-76.31799
2258	6	ETECS02 IDH2_6	O	2	SW218076-3	20.83333	SW197795-10	0.06858711	Compound			680360	-57.05243
2259	6	ETECS02 IDH2_6	O	3	SW218076-3	8.680555	SW197795-10	0.06858711	Compound			730040	-53.76293
2260	6	ETECS02 IDH2_6	O	4	SW218076-3	3.616898	SW197795-10	0.06858711	Compound			938960	-39.92955
2261	6	ETECS02 IDH2_6	O	5	SW218076-3	1.507041	SW197795-10	0.06858711	Compound			1194720	-22.99472
2262	6	ETECS02 IDH2_6	O	6	SW218076-3	0.6279337	SW197795-10	0.06858711	Compound			1355360	-12.35814
2263	6	ETECS02 IDH2_6	O	7	SW218076-3	0.2616391	SW197795-10	0.06858711	Compound			1358480	-12.15155
2264	6	ETECS02 IDH2_6	O	8	SW218076-3	0	SW197795-10	0.06858711	Compound			1600600	3.880127
2265	6	ETECS02 IDH2_6	O	9	SW218076-3	50	SW198953-3	0.005021662	Compound			385600	-76.5696
2266	6	ETECS02 IDH2_6	O	10	SW218076-3	20.83333	SW198953-3	0.005021662	Compound			646680	-59.28251
2267	6	ETECS02 IDH2_6	O	11	SW218076-3	8.680555	SW198953-3	0.005021662	Compound			829040	-47.20777
2268	6	ETECS02 IDH2_6	O	12	SW218076-3	3.616898	SW198953-3	0.005021662	Compound			962600	-38.36426
2269	6	ETECS02 IDH2_6	O	13	SW218076-3	1.507041	SW198953-3	0.005021662	Compound			1194240	-23.0265
2270	6	ETECS02 IDH2_6	O	14	SW218076-3	0.6279337	SW198953-3	0.005021662	Compound			1381000	-10.66042
2271	6	ETECS02 IDH2_6	O	15	SW218076-3	0.2616391	SW198953-3	0.005021662	Compound			1360280	-12.03237
2272	6	ETECS02 IDH2_6	O	16	SW218076-3	0	SW198953-3	0.005021662	Compound			1523360	-1.234225
2273	6	ETECS02 IDH2_6	O	17		-		-	Blank Control			2514960	64.42335
2274	6	ETECS02 IDH2_6	O	18		-		-	Blank Control			2449760	60.10621
2275	6	ETECS02 IDH2_6	O	19		-		-	Blank Control			2421160	58.2125
2276	6	ETECS02 IDH2_6	O	20		-		-	Inhibitor Control			33640	-99.8742
2277	6	ETECS02 IDH2_6	O	21		-		-	Inhibitor Control			26440	-100.3509
2278	6	ETECS02 IDH2_6	O	22		-		-	Neutral Control			1562600	1.364004
2279	6	ETECS02 IDH2_6	O	23		-		-	Neutral Control			1587800	3.032591
2280	6	ETECS02 IDH2_6	O	24		-		-	Neutral Control			1449040	-6.155232
2281	6	ETECS02 IDH2_6	P	1	SW218076-3	50	SW197795-10	0	Compound			315240	-81.2284
2282	6	ETECS02 IDH2_6	P	2	SW218076-3	20.83333	SW197795-10	0	Compound			565120	-64.68291
2283	6	ETECS02 IDH2_6	P	3	SW218076-3	8.680555	SW197795-10	0	Compound			659880	-58.40849
2284	6	ETECS02 IDH2_6	P	4	SW218076-3	3.616898	SW197795-10	0	Compound			870720	-44.44798
2285	6	ETECS02 IDH2_6	P	5	SW218076-3	1.507041	SW197795-10	0	Compound			1167160	-24.81957
2286	6	ETECS02 IDH2_6	P	6	SW218076-3	0.6279337	SW197795-10	0	Compound			1246080	-19.59398
2287	6	ETECS02 IDH2_6	P	7	SW218076-3	0.2616391	SW197795-10	0	Compound			1176000	-24.23424
2288	6	ETECS02 IDH2_6	P	8	SW218076-3	0	SW197795-10	0	Compound			1534440	-0.5005761
2289	6	ETECS02 IDH2_6	P	9	SW218076-3	50	SW198953-3	0	Compound			364880	-77.94155
2290	6	ETECS02 IDH2_6	P	10	SW218076-3	20.83333	SW198953-3	0	Compound			592120	-62.89513
2291	6	ETECS02 IDH2_6	P	11	SW218076-3	8.680555	SW198953-3	0	Compound			722640	-54.25291
2292	6	ETECS02 IDH2_6	P	12	SW218076-3	3.616898	SW198953-3	0	Compound			864160	-44.88234
2293	6	ETECS02 IDH2_6	P	13	SW218076-3	1.507041	SW198953-3	0	Compound			1193040	-23.10596
2294	6	ETECS02 IDH2_6	P	14	SW218076-3	0.6279337	SW198953-3	0	Compound			1290760	-16.63555
2295	6	ETECS02 IDH2_6	P	15	SW218076-3	0.2616391	SW198953-3	0	Compound			1311840	-15.23976
2296	6	ETECS02 IDH2_6	P	16	SW218076-3	0	SW198953-3	0	Compound			1550640	0.5720869
2297	6	ETECS02 IDH2_6	P	17		-		-	Blank Control			2338480	52.73794
2298	6	ETECS02 IDH2_6	P	18		-		-	Blank Control			2084160	35.89846
2299	6	ETECS02 IDH2_6	P	19		-		-	Blank Control			2163720	41.16642
2300	6	ETECS02 IDH2_6	P	20		-		-	Inhibitor Control			28800	-100.1947
2301	6	ETECS02 IDH2_6	P	21		-		-	Inhibitor Control			24400	-100.486
2302	6	ETECS02 IDH2_6	P	22		-		-	Neutral Control			1624720	5.477203
2303	6	ETECS02 IDH2_6	P	23		-		-	Neutral Control			1540080	-0.1271304
2304	6	ETECS02 IDH2_6	P	24		-		-	Neutral Control			1325720	-14.32071
2305	7	ETECS02 IDH2_7	A	1	SW337295-1	50	SW197450-6	10	Compound			135280	-91.90613
2306	7	ETECS02 IDH2_7	A	2	SW337295-1	20	SW197450-6	10	Compound			227160	-84.97284
2307	7	ETECS02 IDH2_7	A	3	SW337295-1	8	SW197450-6	10	Compound			314280	-78.39874
2308	7	ETECS02 IDH2_7	A	4	SW337295-1	3.2	SW197450-6	10	Compound			357920	-75.10564
2309	7	ETECS02 IDH2_7	A	5	SW337295-1	1.28	SW197450-6	10	Compound			385680	-73.01087
2310	7	ETECS02 IDH2_7	A	6	SW337295-1	0.512	SW197450-6	10	Compound			393360	-72.43134
2311	7	ETECS02 IDH2_7	A	7	SW337295-1	0.2048	SW197450-6	10	Compound			407000	-71.40205
2312	7	ETECS02 IDH2_7	A	8	SW337295-1	0	SW197450-6	10	Compound			412320	-71.0006
2313	7	ETECS02 IDH2_7	A	9	SW337295-1	50	SW219672-2	25	Compound			13840	-101.07
2314	7	ETECS02 IDH2_7	A	10	SW337295-1	20	SW219672-2	25	Compound			9600	-101.39
2315	7	ETECS02 IDH2_7	A	11	SW337295-1	8	SW219672-2	25	Compound			11200	-101.2692
2316	7	ETECS02 IDH2_7	A	12	SW337295-1	3.2	SW219672-2	25	Compound			11840	-101.2209
2317	7	ETECS02 IDH2_7	A	13	SW337295-1	1.28	SW219672-2	25	Compound			9240	-101.4171
2318	7	ETECS02 IDH2_7	A	14	SW337295-1	0.512	SW219672-2	25	Compound			10280	-101.3387
2319	7	ETECS02 IDH2_7	A	15	SW337295-1	0.2048	SW219672-2	25	Compound			10360	-101.3326
2320	7	ETECS02 IDH2_7	A	16	SW337295-1	0	SW219672-2	25	Compound			10960	-101.2874
2321	7	ETECS02 IDH2_7	A	17	SW337295-1	50	SW199613-2	20	Compound			198360	-87.1461
2322	7	ETECS02 IDH2_7	A	18	SW337295-1	20	SW199613-2	20	Compound			378840	-73.52702
2323	7	ETECS02 IDH2_7	A	19	SW337295-1	8	SW199613-2	20	Compound			425440	-70.01057
2324	7	ETECS02 IDH2_7	A	20	SW337295-1	3.2	SW199613-2	20	Compound			489960	-65.14187
2325	7	ETECS02 IDH2_7	A	21	SW337295-1	1.28	SW199613-2	20	Compound			474720	-66.29189
2326	7	ETECS02 IDH2_7	A	22	SW337295-1	0.512	SW199613-2	20	Compound			434360	-69.33746
2327	7	ETECS02 IDH2_7	A	23	SW337295-1	0.2048	SW199613-2	20	Compound			472080	-66.4911
2328	7	ETECS02 IDH2_7	A	24	SW337295-1	0	SW199613-2	20	Compound			417840	-70.58407
2329	7	ETECS02 IDH2_7	B	1	SW337295-1	50	SW197450-6	3.164557	Compound			162920	-89.8204
2330	7	ETECS02 IDH2_7	B	2	SW337295-1	20	SW197450-6	3.164557	Compound			284760	-80.62632
2331	7	ETECS02 IDH2_7	B	3	SW337295-1	8	SW197450-6	3.164557	Compound			441480	-68.80019
2332	7	ETECS02 IDH2_7	B	4	SW337295-1	3.2	SW197450-6	3.164557	Compound			561400	-59.75098
2333	7	ETECS02 IDH2_7	B	5	SW337295-1	1.28	SW197450-6	3.164557	Compound			621800	-55.19318
2334	7	ETECS02 IDH2_7	B	6	SW337295-1	0.512	SW197450-6	3.164557	Compound			637720	-53.99185
2335	7	ETECS02 IDH2_7	B	7	SW337295-1	0.2048	SW197450-6	3.164557	Compound			696000	-49.59402
2336	7	ETECS02 IDH2_7	B	8	SW337295-1	0	SW197450-6	3.164557	Compound			643920	-53.524
2337	7	ETECS02 IDH2_7	B	9	SW337295-1	50	SW219672-2	16.66667	Compound			83760	-95.79385
2338	7	ETECS02 IDH2_7	B	10	SW337295-1	20	SW219672-2	16.66667	Compound			96000	-94.87021
2339	7	ETECS02 IDH2_7	B	11	SW337295-1	8	SW219672-2	16.66667	Compound			97320	-94.7706
2340	7	ETECS02 IDH2_7	B	12	SW337295-1	3.2	SW219672-2	16.66667	Compound			132520	-92.1144
2341	7	ETECS02 IDH2_7	B	13	SW337295-1	1.28	SW219672-2	16.66667	Compound			100560	-94.52612
2342	7	ETECS02 IDH2_7	B	14	SW337295-1	0.512	SW219672-2	16.66667	Compound			122680	-92.85693
2343	7	ETECS02 IDH2_7	B	15	SW337295-1	0.2048	SW219672-2	16.66667	Compound			129120	-92.37096
2344	7	ETECS02 IDH2_7	B	16	SW337295-1	0	SW219672-2	16.66667	Compound			115360	-93.4093
2345	7	ETECS02 IDH2_7	B	17	SW337295-1	50	SW199613-2	12.5	Compound			208000	-86.41866
2346	7	ETECS02 IDH2_7	B	18	SW337295-1	20	SW199613-2	12.5	Compound			447960	-68.3112
2347	7	ETECS02 IDH2_7	B	19	SW337295-1	8	SW199613-2	12.5	Compound			516520	-63.13764
2348	7	ETECS02 IDH2_7	B	20	SW337295-1	3.2	SW199613-2	12.5	Compound			546800	-60.8527
2349	7	ETECS02 IDH2_7	B	21	SW337295-1	1.28	SW199613-2	12.5	Compound			514320	-63.30365
2350	7	ETECS02 IDH2_7	B	22	SW337295-1	0.512	SW199613-2	12.5	Compound			519440	-62.9173
2351	7	ETECS02 IDH2_7	B	23	SW337295-1	0.2048	SW199613-2	12.5	Compound			551720	-60.48144
2352	7	ETECS02 IDH2_7	B	24	SW337295-1	0	SW199613-2	12.5	Compound			507920	-63.7866
2353	7	ETECS02 IDH2_7	C	1	SW337295-1	50	SW197450-6	1.001442	Compound			177800	-88.69756
2354	7	ETECS02 IDH2_7	C	2	SW337295-1	20	SW197450-6	1.001442	Compound			346520	-75.9659
2355	7	ETECS02 IDH2_7	C	3	SW337295-1	8	SW197450-6	1.001442	Compound			535760	-61.68578
2356	7	ETECS02 IDH2_7	C	4	SW337295-1	3.2	SW197450-6	1.001442	Compound			685720	-50.36976
2357	7	ETECS02 IDH2_7	C	5	SW337295-1	1.28	SW197450-6	1.001442	Compound			708200	-48.67341
2358	7	ETECS02 IDH2_7	C	6	SW337295-1	0.512	SW197450-6	1.001442	Compound			687520	-50.23393
2359	7	ETECS02 IDH2_7	C	7	SW337295-1	0.2048	SW197450-6	1.001442	Compound			729240	-47.08572
2360	7	ETECS02 IDH2_7	C	8	SW337295-1	0	SW197450-6	1.001442	Compound			787040	-42.72412
2361	7	ETECS02 IDH2_7	C	9	SW337295-1	50	SW219672-2	11.11111	Compound			89960	-95.32599
2362	7	ETECS02 IDH2_7	C	10	SW337295-1	20	SW219672-2	11.11111	Compound			157000	-90.26713
2363	7	ETECS02 IDH2_7	C	11	SW337295-1	8	SW219672-2	11.11111	Compound			226760	-85.00302
2364	7	ETECS02 IDH2_7	C	12	SW337295-1	3.2	SW219672-2	11.11111	Compound			367320	-74.39632
2365	7	ETECS02 IDH2_7	C	13	SW337295-1	1.28	SW219672-2	11.11111	Compound			536240	-61.64956
2366	7	ETECS02 IDH2_7	C	14	SW337295-1	0.512	SW219672-2	11.11111	Compound			566160	-59.39179
2367	7	ETECS02 IDH2_7	C	15	SW337295-1	0.2048	SW219672-2	11.11111	Compound			612320	-55.90854
2368	7	ETECS02 IDH2_7	C	16	SW337295-1	0	SW219672-2	11.11111	Compound			566120	-59.39481
